"type","dates","time_start","time_end","timezone","time_planned","break_time","leave_type","user_id"
work,2023-07-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2021-12-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-08-28,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
work,2023-07-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-02-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-06-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-08-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-08-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-02-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"83888"
work,2022-02-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-04-17,15:00:00,22:00:00,+08:00,25200,0,not specified,"92930"
work,2022-04-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-02-13,08:00:00,15:00:00,+08:00,25140,60,not specified,"83893"
work,2023-08-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2023-07-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-09-22,15:00:00,22:00:00,+08:00,25200,0,not specified,"120694"
work,2022-05-07,08:00:00,15:00:00,+08:00,25200,0,not specified,"83884"
work,2022-06-28,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
work,2022-04-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2023-02-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-09-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
free,2022-12-08,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-04-27,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2022-05-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
free,2022-01-19,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-01-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-05-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"74050"
work,2022-09-03,08:00:00,13:00:00,+08:00,18000,0,not specified,"88347"
free,2022-10-05,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-04-09,08:00:00,13:00:00,+08:00,18000,0,not specified,"88357"
work,2023-01-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2023-06-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-04-20,08:00:00,15:00:00,+08:00,25200,0,not specified,"90711"
work,2022-04-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"74461"
work,2023-10-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-10-19,08:00:00,15:00:00,+08:00,25200,0,not specified,"74054"
work,2022-09-22,08:00:00,17:00:00,+08:00,32400,0,not specified,"74042"
work,2021-11-18,08:00:00,15:00:00,+08:00,25200,0,not specified,"74050"
work,2021-12-15,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-01-13,15:30:00,21:30:00,+08:00,21600,0,not specified,"74044"
work,2022-02-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
free,2022-02-15,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-02-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-05-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-04-01,08:00:00,15:00:00,+08:00,25200,0,not specified,"74461"
work,2022-03-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-05-11,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2023-05-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-05-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-09-16,08:00:00,15:00:00,+08:00,25140,60,not specified,"120696"
work,2022-05-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-06-10,08:30:00,14:30:00,+08:00,21600,0,not specified,"87864"
work,2022-06-07,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-08-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-08-15,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-04-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-02-16,15:00:00,22:00:00,+08:00,25140,60,not specified,"90862"
work,2022-10-10,15:00:00,22:00:00,+08:00,21600,3600,not specified,"74461"
work,2022-03-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-09-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-08-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-12-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-02-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
free,2022-09-29,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2021-12-10,15:30:00,21:30:00,+08:00,18000,3600,not specified,"75955"
work,2022-01-26,15:00:00,22:00:00,+08:00,25140,60,not specified,"83893"
work,2022-09-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-09-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2021-11-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-04-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2021-11-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-05-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-05-14,17:00:00,22:00:00,+08:00,14400,3600,not specified,"87864"
work,2022-07-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2023-09-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-09-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-01-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"83884"
work,2023-01-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-03-08,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2022-11-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-05-17,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
work,2022-07-14,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2023-10-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-09-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-05-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2021-12-31,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2022-07-28,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2023-07-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-05-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2021-11-17,09:00:00,17:00:00,+08:00,28800,0,not specified,"75952"
work,2022-09-25,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2022-08-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-04-24,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2022-02-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-03-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-05-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"74465"
work,2022-03-04,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-06-06,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2023-08-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-04-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-06-11,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-11-17,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
free,2022-07-02,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-01-04,08:00:00,15:00:00,+08:00,25140,60,not specified,"83894"
free,2022-08-27,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-12-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
free,2022-12-14,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2022-06-12,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2023-03-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-03-07,15:00:00,22:00:00,+08:00,25200,0,not specified,"90862"
work,2021-11-30,15:30:00,21:30:00,+08:00,18000,3600,not specified,"75986"
work,2022-06-23,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2023-02-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-08-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-08-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-09-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-01-16,15:00:00,22:00:00,+08:00,25200,0,not specified,"74465"
work,2022-03-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-02-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-06-10,08:30:00,22:00:00,+08:00,48600,0,not specified,"87864"
work,2022-03-28,08:00:00,15:00:00,+08:00,25200,0,not specified,"83888"
work,2023-05-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-06-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74050"
work,2022-08-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-04-30,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-01-12,00:00:00,00:00:00,+08:00,0,0,not specified,"79765"
work,2023-10-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-03-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-06-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2023-09-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-03-15,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2023-09-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-08-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2022-03-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2021-11-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2023-04-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-07-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-07-09,15:00:00,22:00:00,+08:00,25200,0,not specified,"74054"
free,2022-08-27,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-01-19,08:00:00,15:00:00,+08:00,25200,0,not specified,"74042"
work,2023-01-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-11-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-08-21,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2021-11-20,08:30:00,14:30:00,+08:00,21600,0,not specified,"75848"
work,2022-03-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-08-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
free,2022-02-19,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2022-07-19,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-12-05,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-11-07,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-08-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-02-12,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2023-10-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-04-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-10-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-12-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-08-03,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
work,2022-07-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-08-16,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-07-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-01-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2023-03-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-11-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-01-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-09-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-01-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-01-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-03-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
free,2022-09-18,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2022-01-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-09-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-10-10,08:30:00,14:30:00,+08:00,21600,0,not specified,"87864"
work,2021-11-30,08:30:00,14:30:00,+08:00,18000,3600,not specified,"74044"
work,2022-04-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-10-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-06-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-12-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-04-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-02-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-10-26,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-01-03,15:00:00,22:00:00,+08:00,25140,60,not specified,"83894"
work,2022-02-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"83885"
work,2022-06-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-12-01,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-03-10,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2022-08-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-07-29,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2023-09-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-03-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74054"
work,2023-09-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-03-14,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-04-01,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2023-05-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-06-17,08:00:00,17:00:00,+08:00,32400,0,not specified,"74042"
work,2023-07-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
free,2022-06-02,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-05-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2021-10-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-10-17,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
free,2022-01-13,06:00:00,05:59:00,+08:00,21600,0,not specified,"75952"
work,2022-06-30,15:00:00,22:00:00,+08:00,25200,0,not specified,"90711"
work,2022-05-28,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2023-07-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2021-11-18,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2022-01-19,15:30:00,21:30:00,+08:00,21600,0,not specified,"74044"
work,2022-11-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-08-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-09-07,15:00:00,22:00:00,+08:00,21600,3600,not specified,"83888"
free,2022-12-15,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2022-01-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-10-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2023-07-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-06-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-09-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-10-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-04-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-09-20,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-10-29,08:00:00,13:00:00,+08:00,18000,0,not specified,"128325"
work,2023-07-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-09-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-02-18,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2023-04-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-05-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-12-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-09-27,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
free,2022-06-21,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
free,2022-02-09,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
free,2022-02-05,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-09-01,15:00:00,22:00:00,+08:00,21600,3600,not specified,"83884"
work,2022-02-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2022-04-28,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-05-16,15:30:00,21:30:00,+08:00,21600,0,not specified,"84541"
work,2022-08-28,08:00:00,15:00:00,+08:00,25140,60,not specified,"120694"
work,2022-08-11,08:00:00,15:00:00,+08:00,21600,3600,not specified,"74054"
free,2022-02-20,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2021-12-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-07-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-08-20,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2021-12-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-07-12,15:00:00,22:00:00,+08:00,25200,0,not specified,"74054"
work,2021-12-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"74042"
work,2023-04-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-02-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-06-04,08:30:00,14:30:00,+08:00,21600,0,not specified,"87864"
work,2022-03-08,08:00:00,15:00:00,+08:00,25200,0,not specified,"90710"
free,2022-03-10,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-01-01,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2022-08-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2021-12-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-08-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2021-11-26,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-01-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-06-10,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2022-04-14,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
free,2022-07-11,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2021-12-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-10-13,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2022-12-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-05-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-08-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-04-22,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-02-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-02-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-09-11,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
work,2023-03-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-04-11,15:00:00,22:00:00,+08:00,25200,0,not specified,"74050"
free,2022-01-29,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-07-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-07-26,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2023-10-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-07-05,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
free,2022-07-06,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-08-21,08:30:00,14:30:00,+08:00,21600,0,not specified,"74053"
work,2021-12-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-01-17,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-06-27,08:30:00,21:30:00,+08:00,46800,0,not specified,"84541"
work,2022-08-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-09-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-02-28,15:00:00,22:00:00,+08:00,25200,0,not specified,"92930"
work,2022-05-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"120694"
work,2021-12-28,08:00:00,15:00:00,+08:00,21600,3600,not specified,"83888"
work,2023-05-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-09-22,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2022-09-03,08:00:00,13:00:00,+08:00,18000,0,not specified,"83902"
free,2022-05-27,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-05-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2021-12-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2023-04-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-03-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2023-01-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-08-01,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2021-12-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-12-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2021-10-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-03-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-09-23,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-09-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2023-03-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-01-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-03-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-08-27,08:30:00,14:30:00,+08:00,21600,0,not specified,"84541"
work,2022-07-21,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-05-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-10-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-05-13,15:30:00,21:30:00,+08:00,21600,0,not specified,"84541"
work,2023-05-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-06-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-07-11,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2022-08-01,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2022-10-03,08:00:00,17:00:00,+08:00,32400,0,not specified,"74042"
work,2023-04-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-04-11,15:30:00,21:30:00,+08:00,21600,0,not specified,"87864"
free,2022-11-19,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-09-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-07-19,08:00:00,15:00:00,+08:00,25200,0,not specified,"74461"
work,2022-10-13,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-07-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-01-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-07-11,08:30:00,22:00:00,+08:00,48600,0,not specified,"87864"
work,2022-03-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-08-01,08:00:00,22:00:00,+08:00,50400,0,not specified,"74556"
work,2022-01-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-11-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
free,2022-07-26,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-07-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-02-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-11-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-10-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-07-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"79765"
work,2022-10-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-02-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-04-10,15:00:00,22:00:00,+08:00,25200,0,not specified,"74050"
work,2022-03-14,09:30:00,17:00:00,+08:00,27000,0,not specified,"74050"
work,2022-12-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-01-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
free,2022-09-11,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
free,2021-12-10,06:00:00,05:59:00,+08:00,0,,not specified,"79738"
fake,2022-09-10,,,+06:00,0,,not specified,"90711"
work,2022-09-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
free,2022-11-19,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2021-12-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-09-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2021-11-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-08-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
