"type","dates","time_start","time_end","timezone","time_planned","break_time","leave_type","user_id"
work,2022-04-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-10-18,08:00:00,17:00:00,+08:00,32400,0,not specified,"128325"
work,2022-09-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-05-03,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2022-07-12,08:00:00,15:00:00,+08:00,25200,0,not specified,"88357"
work,2022-05-15,15:00:00,22:00:00,+08:00,25200,0,not specified,"120666"
work,2022-09-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
free,2022-12-25,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-09-15,08:30:00,22:00:00,+08:00,48600,0,not specified,"87864"
work,2022-03-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2021-11-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-09-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
free,2022-11-21,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-01-10,08:30:00,14:30:00,+08:00,21600,0,not specified,"84932"
work,2021-12-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-10-23,15:00:00,22:00:00,+08:00,25200,0,not specified,"146166"
work,2022-05-05,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
free,2022-09-09,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-08-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
free,2021-11-14,06:00:00,05:59:00,+08:00,25200,,not specified,"74050"
work,2023-07-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-06-25,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2023-09-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-12-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-08-02,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-06-25,08:00:00,13:00:00,+08:00,18000,0,not specified,"74042"
work,2023-07-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-07-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-07-20,08:00:00,15:00:00,+08:00,25200,0,not specified,"88357"
work,2022-06-18,08:00:00,13:00:00,+08:00,18000,0,not specified,"83902"
work,2023-03-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-10-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-10-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2021-12-15,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
free,2022-05-23,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-06-03,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-09-08,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
free,2022-11-20,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-07-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
free,2022-03-27,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
free,2022-09-10,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-05-24,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-05-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-12-06,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2023-02-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-10-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-08-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-06-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-10-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2023-02-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-06-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-09-06,08:00:00,15:00:00,+08:00,25200,0,not specified,"120694"
work,2023-08-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-06-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-02-22,08:00:00,15:00:00,+08:00,25140,60,not specified,"74054"
free,2022-06-15,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-06-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-03-24,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2022-12-09,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-02-17,08:00:00,17:00:00,+08:00,32400,0,not specified,"88357"
work,2022-08-03,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-09-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-06-27,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2022-10-12,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-05-04,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-04-23,08:00:00,13:00:00,+08:00,18000,0,not specified,"88357"
work,2022-08-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-03-17,08:00:00,17:00:00,+08:00,32400,0,not specified,"88357"
work,2023-03-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-01-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-05-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"120696"
work,2022-08-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-03-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-09-01,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-03-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-04-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
free,2022-08-29,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2022-03-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-07-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
free,2022-10-17,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2022-10-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-06-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-03-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-04-05,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
free,2022-09-26,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-08-30,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-04-02,15:00:00,22:00:00,+08:00,25200,0,not specified,"74050"
work,2022-01-11,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2022-04-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-09-14,15:00:00,22:00:00,+08:00,21600,3600,not specified,"74054"
work,2022-02-13,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2021-12-31,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2023-01-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-06-29,08:00:00,15:00:00,+08:00,25140,60,not specified,"120694"
free,2022-04-13,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2021-12-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-08-12,15:30:00,21:30:00,+08:00,21600,0,not specified,"75963"
work,2022-02-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-03-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-02-04,08:00:00,17:00:00,+08:00,32400,0,not specified,"91338"
work,2022-10-28,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
free,2022-10-29,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-08-27,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
free,2022-10-02,07:00:00,06:59:00,+08:00,7200,0,not specified,"84699"
work,2023-07-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-06-07,08:00:00,17:00:00,+08:00,32400,0,not specified,"88357"
work,2022-07-29,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2022-07-18,08:00:00,17:00:00,+08:00,32400,0,not specified,"88357"
work,2021-11-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-06-14,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-11-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-09-21,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2021-12-01,15:00:00,22:00:00,+08:00,25200,0,not specified,"74050"
work,2022-02-15,08:00:00,15:00:00,+08:00,25200,0,not specified,"90711"
work,2022-12-28,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-09-16,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2022-12-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-04-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-05-17,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2023-07-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-04-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-01-04,08:30:00,14:30:00,+08:00,21600,0,not specified,"75963"
work,2022-01-14,15:00:00,22:00:00,+08:00,25140,60,not specified,"74050"
work,2023-09-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-09-06,15:00:00,22:00:00,+08:00,21600,3600,not specified,"74465"
work,2022-09-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-01-28,08:00:00,15:00:00,+08:00,25140,60,not specified,"79738"
work,2022-11-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-07-30,15:00:00,22:00:00,+08:00,25140,60,not specified,"74054"
work,2022-02-23,15:00:00,22:00:00,+08:00,25200,0,not specified,"74465"
work,2023-08-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-02-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-07-11,08:00:00,15:00:00,+08:00,25200,0,not specified,"128325"
free,2022-07-24,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-03-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-04-05,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-07-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-08-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-05-06,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-02-23,15:00:00,22:00:00,+08:00,25140,60,not specified,"74050"
work,2022-11-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-06-25,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
free,2022-08-11,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-01-08,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2023-10-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-07-29,15:30:00,21:30:00,+08:00,21600,0,not specified,"125721"
work,2021-11-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-07-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-01-18,15:00:00,22:00:00,+08:00,25200,0,not specified,"74042"
work,2023-05-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
free,2022-05-17,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-10-23,08:00:00,15:00:00,+08:00,25200,0,not specified,"74052"
work,2022-08-18,08:30:00,14:30:00,+08:00,21600,0,not specified,"75963"
work,2023-01-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-07-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-04-22,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2022-02-15,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2022-06-05,08:00:00,15:00:00,+08:00,25200,0,not specified,"83885"
work,2023-09-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-12-29,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2022-02-08,15:30:00,21:30:00,+08:00,21600,0,not specified,"74044"
work,2022-07-30,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-07-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-02-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-02-10,15:00:00,22:00:00,+08:00,25200,0,not specified,"74054"
work,2023-04-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2023-03-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-08-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-11-09,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2023-06-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-11-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-06-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-04-29,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-10-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-07-30,08:00:00,15:00:00,+08:00,25200,0,not specified,"74049"
work,2022-06-18,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-06-04,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2022-11-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
free,2022-11-11,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-05-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2022-08-24,08:30:00,22:00:00,+08:00,48600,0,not specified,"87864"
free,2022-12-12,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
free,2022-08-18,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-06-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-10-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-07-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-10-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
free,2021-11-25,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
free,2022-01-06,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-07-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-08-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
free,2022-10-23,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2023-07-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-01-17,15:00:00,22:00:00,+08:00,25200,0,not specified,"83884"
work,2022-03-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2021-11-06,08:00:00,15:00:00,+08:00,25200,0,not specified,"74042"
work,2022-04-17,08:00:00,15:00:00,+08:00,25200,0,not specified,"79765"
work,2023-04-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2023-01-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-11-07,08:00:00,17:00:00,+08:00,32400,0,not specified,"88347"
work,2023-10-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-06-13,08:00:00,15:00:00,+08:00,25200,0,not specified,"120666"
work,2022-04-16,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2023-07-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2021-11-25,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-08-24,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
free,2021-12-18,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-07-29,15:00:00,22:00:00,+08:00,25200,0,not specified,"74465"
work,2022-11-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-06-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2023-08-14,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2021-12-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-08-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2021-12-18,15:00:00,22:00:00,+08:00,25200,0,not specified,"74054"
free,2022-10-09,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-02-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-04-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-10-03,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-10-22,09:00:00,14:00:00,+08:00,18000,0,not specified,"157837"
work,2022-07-14,08:00:00,15:00:00,+08:00,25200,0,not specified,"121592"
free,2022-09-05,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2023-01-22,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2023-09-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-09-05,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-03-02,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2023-10-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-08-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-01-18,08:00:00,15:00:00,+08:00,25200,0,not specified,"74054"
work,2021-12-22,08:30:00,14:30:00,+08:00,21600,0,not specified,"74044"
work,2023-03-07,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-03-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-06-04,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-08-04,08:00:00,15:00:00,+08:00,21600,3600,not specified,"74465"
work,2022-10-05,08:00:00,22:00:00,+08:00,50400,0,not specified,"120694"
work,2022-12-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-01-12,09:00:00,18:00:00,+08:00,32400,0,not specified,"74050"
work,2023-01-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-08-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-12-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-07-07,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2023-10-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-01-02,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2022-10-13,15:30:00,21:30:00,+08:00,21600,0,not specified,"84541"
work,2022-07-24,15:30:00,21:30:00,+08:00,21600,0,not specified,"84541"
free,2022-07-09,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2022-01-24,08:00:00,17:00:00,+08:00,32400,0,not specified,"83902"
work,2022-10-31,17:00:00,22:00:00,+08:00,18000,0,not specified,"74639"
work,2022-04-13,08:30:00,14:30:00,+08:00,21600,0,not specified,"84541"
work,2022-07-05,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2022-06-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"74052"
work,2023-09-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-07-19,15:00:00,22:00:00,+08:00,25200,0,not specified,"83888"
work,2022-03-08,08:00:00,15:00:00,+08:00,25200,0,not specified,"79738"
work,2023-08-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2023-03-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-10-08,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2022-08-28,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2022-05-14,08:00:00,13:00:00,+08:00,18000,0,not specified,"88357"
free,2022-11-09,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2022-05-30,15:00:00,22:00:00,+08:00,25200,0,not specified,"74054"
free,2022-09-30,09:00:00,08:59:00,+08:00,7200,0,not specified,"74053"
work,2021-11-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-09-27,08:00:00,15:00:00,+08:00,25200,0,not specified,"121592"
work,2023-01-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2022-12-31,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
free,2022-12-06,07:00:00,06:59:00,+08:00,7200,0,not specified,"84509"
work,2022-07-04,08:00:00,15:00:00,+08:00,25200,0,not specified,"88357"
work,2021-11-20,08:00:00,15:00:00,+08:00,25200,0,not specified,"74465"
work,2021-11-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"74049"
work,2022-05-07,08:00:00,15:00:00,+08:00,25200,0,not specified,"120696"
work,2023-01-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2023-06-27,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-05-12,15:00:00,22:00:00,+08:00,25200,0,not specified,"83885"
work,2023-04-26,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-02-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-03-14,08:00:00,18:00:00,+08:00,36000,0,not specified,"75218"
work,2022-12-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157916"
work,2022-07-09,15:30:00,21:30:00,+08:00,21600,0,not specified,"84541"
work,2022-06-28,08:00:00,15:00:00,+08:00,25200,0,not specified,"83884"
work,2022-04-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2023-02-08,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-01-21,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-03-29,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2021-10-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-02-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-09-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-07-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"129675"
work,2022-09-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-06-21,08:00:00,15:00:00,+08:00,25200,0,not specified,"120666"
work,2022-07-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159207"
work,2023-01-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"157837"
work,2022-09-05,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2022-06-06,15:30:00,21:30:00,+08:00,21600,0,not specified,"125744"
work,2022-12-28,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2023-04-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2023-02-02,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-12-16,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2022-08-08,08:00:00,15:00:00,+08:00,25200,0,not specified,"83885"
work,2022-03-25,08:00:00,17:00:00,+08:00,32400,0,not specified,"88348"
work,2022-04-04,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2023-08-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2022-05-24,15:00:00,22:00:00,+08:00,25200,0,not specified,"74050"
work,2023-02-01,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2022-10-17,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
work,2023-10-12,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2022-01-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"138225"
work,2022-05-22,15:00:00,22:00:00,+08:00,25140,60,not specified,"74054"
work,2022-03-20,15:00:00,22:00:00,+08:00,25200,0,not specified,"83893"
work,2023-04-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-01-03,08:00:00,15:00:00,+08:00,25140,60,not specified,"83893"
work,2021-11-17,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-04-10,15:00:00,22:00:00,+08:00,25200,0,not specified,"79738"
work,2021-12-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2022-07-27,08:00:00,17:00:00,+08:00,32400,0,not specified,"90377"
free,2022-10-17,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
free,2022-04-20,07:00:00,06:59:00,+08:00,21600,0,not specified,"83902"
work,2022-08-11,15:00:00,22:00:00,+08:00,21600,3600,not specified,"83888"
work,2023-06-20,09:00:00,18:00:00,+08:00,28800,3600,not specified,"155509"
work,2023-07-09,09:00:00,18:00:00,+08:00,28800,3600,not specified,"126082"
work,2023-07-10,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2023-04-05,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
work,2023-01-29,09:00:00,18:00:00,+08:00,28800,3600,not specified,"160306"
work,2022-12-22,08:00:00,17:00:00,+08:00,32400,0,not specified,"128325"
work,2022-04-26,15:30:00,21:30:00,+08:00,21600,0,not specified,"84932"
work,2022-01-11,09:00:00,18:00:00,+08:00,32400,0,not specified,"79738"
work,2023-04-13,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125748"
work,2022-02-22,08:00:00,15:00:00,+08:00,25200,0,not specified,"83888"
work,2022-08-31,15:00:00,22:00:00,+08:00,21600,3600,not specified,"83888"
work,2021-12-21,15:00:00,22:00:00,+08:00,25200,0,not specified,"74042"
free,2022-11-07,09:00:00,08:59:00,+08:00,7200,0,not specified,"75218"
work,2023-07-30,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146166"
work,2022-08-16,08:00:00,15:00:00,+08:00,25200,0,not specified,"120696"
work,2023-05-06,09:00:00,18:00:00,+08:00,28800,3600,not specified,"159217"
work,2021-12-19,09:00:00,18:00:00,+08:00,28800,3600,not specified,"132484"
work,2023-02-23,09:00:00,18:00:00,+08:00,28800,3600,not specified,"146182"
work,2022-04-11,15:00:00,22:00:00,+08:00,25200,0,not specified,"74461"
work,2022-07-07,08:00:00,17:00:00,+08:00,32400,0,not specified,"128325"
work,2022-07-15,15:00:00,22:00:00,+08:00,25200,0,not specified,"74556"
work,2022-10-19,15:00:00,22:00:00,+08:00,25200,0,not specified,"120696"
work,2022-08-06,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2022-10-27,08:00:00,15:00:00,+08:00,25200,0,not specified,"83885"
work,2022-07-11,08:00:00,15:00:00,+08:00,25200,0,not specified,"74556"
work,2022-04-15,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125744"
work,2022-10-19,08:00:00,15:00:00,+08:00,21600,3600,not specified,"83884"
work,2023-02-11,09:00:00,18:00:00,+08:00,28800,3600,not specified,"125721"
